short_description
0,"In the Brisbane Test, Cheteshwar Pujara, who was called the wall of India, was also injured during the innings and many balls of Australian bowlers got on his body"
1,"Pakistani TV presenter Syed Iqarul Hasan came under target due to some of his tweets, he was called a traitor."
2,"Someone should be asked where the first Republic Day parade was held in Delhi, then he will answer it, but it is not correct."
3,Today's cartoon on the ongoing controversy over web series orgy
4,"The formation of the new rules of the BCA Agreement H1B Visa, the formation of the Quad group-there are some decisions that took place between the US-India during the trump tenure, so everything with India was good in the Trump rule."
5,"The opposition Congress party has asked the government to clarify the situation. On the other hand, the government says that it is eyeing the situation."
6,Biden-Kamla Harris team has either announced 20 American members of Indian origin for their administration or have chosen them for a post.
7,"Long -jump player Shell Singh has the ability to handle the legacy of Anju Bobby George, the star player of the past era."
8,Who has become the next President of Biden America and Kamla Harris has also sworn in as Vice-President. Trump refused to attend the swearing-in ceremony and went to Florida.
9,"Young Blood, like Mohammad Siraj Shardul Thakur Washington Sundar Hanuma Vihari Shubman Gill and Rishabh Pant, filled new energy in Australia in Australia."
10,"This Test match held at Gaba Maidan in Brisbane has now been recorded in history, with this, India has won the series in its name."
11,"Siraj's resolve Pant's maturity of Shubman's restraint Pujara's hard work, Shardul and Sundar's courage. This story is the youth power of India."
12,"Thousands of miles away from the land of India, the full essence of life has been written on the soil of Australia in the last two months."
13,"According to the data released by the Ministry of Health, Karnataka Odisha Punjab West Bengal and Telangana are the states where most people have been vaccinated but why are the remaining states behind."
14,"A painful accident occurred near Kosamba in Surat, Gujarat, the truck passed over the sleeping workers near the road."
15,Russian External Affairs Minister Sergei Lavarov said on Monday amidst speculation of increasing distance between India and Russia relations that India is very special for Russia.
16,"BBC audience readers and listeners spread all over the world, voting in favor of the Indian language platforms and BBC Sport website will vote in favor of the players selected on the basis of voting, the name of the winning player will be announced on 8 March."
17,"India has dusted in Gaba, being considered unbeatable for Australia, and people hit fours and sixes on social media too"
18,"In the rally, some people took placards, including pictures of many leaders of the world including Modi and wrote that Sindh needs freedom from Pakistan."
19,"In this series, some players like Rishabh Pant Cheteshwar Pujara Shubman Gill Shardul Thakur and Mohammad Siraj played a very decisive role and showed it which looked almost impossible until a few days ago."
20,"India's memorable victory over Australia, Rishabh Pant Shubman and Pujara's bat wrote"
21,Gujarat Chief Minister Vijay Rupani has announced a grace of Rs 2 lakh to the families of the deceased.
22,"Sonali Vishnu Shinget, a player of the Indian women's kabaddi team, comes from a very common background family in Maharashtra."
23,"It has been three days since the vaccination of Corona started in India, according to the Ministry of Health of the Government of India, so far more than 3 lakh 81 thousand people have been vaccinated for Korona."
24,"Iqarul Hasan, who hosted the Pakistani TV show, praised India and people started calling him a cowardly but many celebrities from Pakistan came out in his defense."
25,"At the age of 13, on Instagram, 60 thousand followers on YouTube, a quarter to two lakh subscribers, became famous in such a low age. This girl is Malisha who lives in the slums of Mumbai."
26,"The world's largest vaccination program has started in India, but why many people have doubts about the vaccine."
27,"Addressing a gathering in Purulia, Mamta Banerjee said, read all the big and important news of the day on this live page of BBC Hindi"
28,The controversy over the leaking of the alleged WhatsApp chats between Republic Media Network Editor-in-Chief Arnab Goswami and former CEO Partho Dasgupta of BARCI Dasgupta has now reached Pakistan
29,"Recently, Nepal's Foreign Minister Pradeep Jnanwali had visited India and there was a possibility that he would also meet the Indian Prime Minister but it could not happen."
30,Mohammad Siraj and Shardul Thakur bowled impressive and Australia's team was dismissed at 294 in the second innings.
31,Sonam has created a sensation by defeating Olympic medalist Sakshi Malik twice in a row
32,"After giving the corona virus vaccine to the people in the country from January 16, there were reports of its side effects from some areas, the Health Ministry has confirmed this and has explained in detail about it."
33,The Kisan Sangharsh Samiti alleges that some people want to make the movement violent at the behest of the government.
34,"Classical composer Ustad Ghulam Mustafa Khan, who belongs to Rampur Sahaswan Gharana, died at the age of 89"
